"","x","y","key","Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1981_2010_Average","Percent_NRCS_1981_2010_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_of_Average_Water_Year_Peak_POR","Percent_of_Median_Water_Year_Peak_POR","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1981_2010_Average_inches","NRCS_1981_2010_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"590",188.5,251.96,"sntl_694","Pine Creek",694,"Utah","SNOTEL","Millard",8734,38.88185,-112.24915,160300051307,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.9,45,48,45,45,100,25,25,-7.3,0,36,1,"Lowest",13.2,12.2,13.09,13.2,5.9,20.2,"2021","1997",36
"591",206.64,242.36,"sntl_714","Red Pine Ridge",714,"Utah","SNOTEL","Emery",8988,39.45197,-111.27221,140600090202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.4,51,55,53,60,100,31,32,-3.6,5,39,3,"",10.6,9.9,10.27,9,4.6,18.6,"2018","1984",41
"592",211.8,216.12,"sntl_1225","Redden Mine Lwr",1225,"Utah","SNOTEL","Summit",8532,40.67505,-111.21765,160201010103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.2,NA,NA,70,75,100,46,47,-2.4,13,8,2,"2nd Lowest",NA,NA,10.28,9.6,5.9,17.1,"2018","2017",9
"593",199.37,240.17,"sntl_1217","Rees Flat",1217,"Utah","SNOTEL","Juab",7206,39.49667,-111.72508,160300050202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.9,NA,NA,63,53,100,46,46,-4.3,13,8,2,"2nd Lowest",NA,NA,7.72,9.2,2.9,10.2,"2018","2017",9
"594",219.85,220.19,"sntl_720","Rock Creek",720,"Utah","SNOTEL","Duchesne",7886,40.54875,-110.69292,140600030304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.5,55,57,56,60,92,38,43,-2.3,13,36,5,"",6.4,6.1,6.21,5.8,1.1,15.1,"2018","1997",41
"595",194.71,218.41,"sntl_723","Rocky Basin-Settleme",723,"Utah","SNOTEL","Tooele",8704,40.44293,-112.22377,160203040401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8,51,58,53,58,100,29,33,-5.75,3,39,2,"2nd Lowest",15.7,13.8,15.04,13.75,5.9,31.6,"2018","1984",40
"596",201.02,231.05,"sntl_1280","Santaquin Meadows",1280,"Utah","SNOTEL","Utah",7835,39.92076,-111.71802,160202010301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.1,NA,NA,49,38,100,30,29,-9.8,25,4,2,"2nd Lowest",NA,NA,12.48,15.9,5,18.4,"2018","2017",5
"597",203.51,244.98,"sntl_742","Seeley Creek",742,"Utah","SNOTEL","Sanpete",9904,39.31042,-111.43297,140600090203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4,42,45,44,47,89,24,28,-4.55,7,39,4,"",9.6,8.8,9.15,8.55,2,18.3,"2018","1983",42
"598",214.23,213.98,"sntl_763","Smith  Morehouse",763,"Utah","SNOTEL","Summit",7631,40.78931,-111.09192,160201010203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.4,45,44,46,46,100,30,31,-5.1,2,42,2,"2nd Lowest",9.8,9.9,9.53,9.5,3.3,16.3,"2018","1997",43
"599",204.31,217.24,"sntl_766","Snowbird",766,"Utah","SNOTEL","Salt Lake",9177,40.56914,-111.65852,160202040202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16.3,65,75,66,77,100,36,38,-4.9,26,24,9,"",24.9,21.7,24.64,21.2,12.5,43.4,"2018","2005",32
"600",231.91,215.62,"sntl_1117","Spirit Lk",1117,"Utah","SNOTEL","Daggett",10235,40.83868,-110.00527,140401060501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.9,NA,NA,85,97,100,46,49,-0.25,36,8,5,"",NA,NA,8.09,7.15,4.9,12.8,"2015","2020",12
"601",224.09,212.89,"sntl_790","Steel Creek Park",790,"Utah","SNOTEL","Summit",10158,40.90862,-110.50462,140401070203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8,82,82,80,79,100,41,43,-2.1,17,36,8,"",9.8,9.7,9.95,10.1,6.8,15.9,"1991","1982",43
"602",210.2,227.15,"sntl_795","Strawberry Divide",795,"Utah","SNOTEL","Wasatch",8123,40.16483,-111.20665,140600040103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6,50,50,50,54,100,33,36,-5.2,12,38,6,"",12,11.9,11.94,11.2,4.2,26.9,"2018","1997",43
"603",200.6,272.47,"sntl_1249","Sunflower Flat",1249,"Utah","SNOTEL","Garfield",10018,38.048,-111.33981,140700030406,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.5,NA,NA,54,56,100,32,40,-3.5,14,7,2,"2nd Lowest",NA,NA,8.32,8,3.1,14.2,"2018","2017",8
"604",163.44,228.31,"sntl_1247","Takka Wiiya",1247,"Utah","SNOTEL","Juab",9122,39.74104,-113.98262,160203060804,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.8,NA,NA,76,66,100,47,47,-3,14,7,2,"2nd Lowest",NA,NA,7.59,8.8,3.1,9.6,"2018","2017",8
"605",210.48,191.17,"sntl_1013","Temple Fork",1013,"Utah","SNOTEL","Cache",7406,41.793,-111.54605,160102030303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.8,60,63,66,68,100,45,43,-3.6,11,18,3,"",13,12.3,11.84,11.4,6.5,18.8,"2007","2017",20
"606",206.53,216.4,"sntl_814","Thaynes Canyon",814,"Utah","SNOTEL","Summit",9230,40.6235,-111.53322,160201020101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.4,59,64,62,68,100,36,38,-4.5,13,29,5,"",15.8,14.7,15.25,13.9,8.9,29.5,"2012, 2018","2005",33
"607",201.82,246.31,"sntl_1226","Thistle Flat",1226,"Utah","SNOTEL","Sanpete",8787,39.23803,-111.51998,160300040501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.9,NA,NA,55,53,100,36,36,-4.4,13,8,2,"2nd Lowest",NA,NA,8.87,9.3,4.7,13.7,"2018","2017",9
"608",221.16,239.67,"sntl_1097","Timberline",1097,"Utah","SNOTEL","Carbon",8736,39.67712,-110.43395,140600070903,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.9,NA,NA,51,56,100,36,46,-3.1,15,12,2,"2nd Lowest",NA,NA,7.58,7,2.3,14.8,"2018","2017",14
"609",204.49,220.39,"sntl_820","Timpanogos Divide",820,"Utah","SNOTEL","Utah",8140,40.42817,-111.61633,160202010802,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.7,55,56,55,60,99,36,39,-5.7,19,35,9,"",15.8,15.4,15.81,14.4,4.7,34.9,"2018","1997",43
"610",209.53,188.68,"sntl_823","Tony Grove Lake",823,"Utah","SNOTEL","Cache",8474,41.89833,-111.62957,160102030304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16.2,67,72,66,70,100,42,41,-7,12,38,6,"",24.1,22.6,24.5,23.2,10.9,49.8,"1981","1997",43
"611",210.44,189.11,"sntl_1113","Tony Grove RS",1113,"Utah","SNOTEL","Cache",6332,41.88573,-111.56918,160102030304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.1,NA,NA,73,71,100,56,52,-2.5,27,9,4,"",NA,NA,8.39,8.6,3.7,15.2,"2018","2017",12
"612",216.15,216.75,"sntl_828","Trial Lake",828,"Utah","SNOTEL","Summit",9992,40.678,-110.94873,160202030102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.1,65,68,64,68,100,37,39,-4.7,17,36,8,"",15.6,14.8,15.87,14.8,6.2,32.1,"1992","2017",43
"613",236.97,218.56,"sntl_833","Trout Creek",833,"Utah","SNOTEL","Uintah",9518,40.739,-109.6728,140600100802,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.2,48,54,49,54,100,27,27,-2.7,5,41,3,"",6.6,5.9,6.47,5.9,2.6,16.4,"2015","2005",43
"614",206.9,243.21,"sntl_1227","Upper Joes Valley",1227,"Utah","SNOTEL","Emery",8596,39.4155,-111.2491,140600090201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4,NA,NA,59,60,93,40,45,-2.7,13,8,2,"2nd Lowest",NA,NA,6.83,6.7,1.8,13.2,"2018","2017",9
"615",211.37,189.74,"sntl_1098","Usu Doc Daniel",1098,"Utah","SNOTEL","Rich",8270,41.86425,-111.50603,160102010103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.3,NA,NA,68,73,100,40,44,-4.95,0,14,1,"Lowest",NA,NA,19.43,18.25,13.3,33.4,"2021","2017",14
"616",189.73,228.77,"sntl_844","Vernon Creek",844,"Utah","SNOTEL","Tooele",7401,39.93667,-112.41478,160203040102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.9,63,77,62,77,100,40,44,-1.5,24,33,11,"",7.8,6.4,7.86,6.4,2.7,16.4,"2000, 2018","1997",43
"617",213.06,232.05,"sntl_864","White River #1",864,"Utah","SNOTEL","Wasatch",8641,39.9645,-110.98845,140600070102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.3,49,52,49,51,100,32,33,-4.1,7,39,4,"",8.8,8.3,8.78,8.4,3.9,20.1,"1981, 1987","1997",42
"618",190.77,275.54,"sntl_865","Widtsoe #3",865,"Utah","SNOTEL","Garfield",9640,37.83633,-111.88163,160300020403,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.9,75,84,75,79,100,43,50,-1.6,31,30,12,"",7.9,7,7.82,7.5,1.5,23.4,"2018","2005",43
"619",213.91,220.83,"sntl_1164","Wolf Creek Peak",1164,"Utah","SNOTEL","Wasatch",9796,40.47733,-111.04469,160202030104,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.8,NA,NA,100,100,100,NA,NA,0,NA,1,1,"",NA,NA,10.8,10.8,10.8,10.8,"2021","2021",1
"620",204.13,249.03,"sntl_1228","Wrigley Creek",1228,"Utah","SNOTEL","Sanpete",9327,39.13233,-111.35685,140600090303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5,NA,NA,70,71,98,46,52,-2,13,8,2,"2nd Lowest",NA,NA,7.13,7,3.2,12.8,"2018","2017",9
"621",85.71,30.81,"sntl_908","Alpine Meadows",908,"Washington","SNOTEL","King",3500,47.77957,-121.69847,171100100501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",34.8,107,97,109,107,100,62,59,2.3,58,12,16,"",32.5,35.8,31.94,32.5,0,65.2,"2015","2008",27
"622",98.2,9.75,"sntl_990","Beaver Pass",990,"Washington","SNOTEL","Whatcom",3630,48.8793,-121.2555,171100050605,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",36.6,130,147,131,124,100,92,83,7.05,89,3,18,"",28.1,24.9,27.94,29.55,10.9,39.6,"2005","2007",20
"623",97.81,43.68,"sntl_352","Blewett Pass",352,"Washington","SNOTEL","Chelan",4240,47.35037,-120.6796,170200110501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.8,84,81,90,91,99,68,68,-1.1,36,26,15,"",12.8,13.3,12.06,11.9,1.3,20.6,"2005","2008",40
"624",99.29,8.97,"sntl_1080","Brown Top",1080,"Washington","SNOTEL","Whatcom",5830,48.92755,-121.19713,171100050601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",47.1,NA,NA,105,102,100,67,65,0.85,55,6,7,"",NA,NA,44.87,46.25,32.6,51.4,"2014","2018",12
"625",60.37,25.13,"sntl_1107","Buckinghorse",1107,"Washington","SNOTEL","Jefferson",4870,47.7086,-123.45747,171100200501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",47,NA,NA,128,111,100,78,75,4.8,92,2,12,"2nd Highest",NA,NA,36.64,42.2,6.4,52.2,"2015","2013",13
"626",85.42,52.42,"sntl_375","Bumping Ridge",375,"Washington","SNOTEL","Yakima",4610,46.81003,-121.33058,170300020105,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",20.9,105,111,109,113,100,75,75,2.45,62,16,24,"",20,18.9,19.21,18.45,1.3,40.1,"1981","1999",40
"627",154.59,28.05,"sntl_376","Bunchgrass Mdw",376,"Washington","SNOTEL","Pend Oreille",5000,48.68688,-117.17633,170102160401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",18.9,94,97,97,103,98,64,66,0.5,58,17,23,"",20.2,19.4,19.38,18.4,11.3,34,"2015","1997",39
"628",78,45.12,"sntl_942","Burnt Mountain",942,"Washington","SNOTEL","Pierce",4170,47.0444,-121.94032,171100140103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.8,77,73,85,76,95,41,44,-2.85,43,13,9,"",11.5,12,10.4,11.65,0,22.3,"2015","2008",22
"629",67.33,67.73,"sntl_1109","Calamity",1109,"Washington","SNOTEL","Skamania",2500,45.90362,-122.21633,170800020603,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",0.1,NA,NA,4,100,8,1,2,0,58,6,7,"",NA,NA,2.53,0.1,0,14.6,"2015, 2016, 2018, more","2009",13
"630",82.83,50.37,"sntl_1085","Cayuse Pass",1085,"Washington","SNOTEL","Pierce",5240,46.86954,-121.5343,171100140301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",46.1,NA,NA,117,106,100,74,71,2.8,71,5,11,"",NA,NA,39.26,43.3,10.4,57.2,"2015","2008",15
"631",84.68,47.54,"sntl_418","Corral Pass",418,"Washington","SNOTEL","Pierce",5800,47.01872,-121.46464,171100140307,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",24.8,103,100,103,100,100,66,65,0.1,53,19,21,"",24.1,24.8,24.04,24.7,5.2,41.8,"1984","1997",39
"632",83.2,41.36,"sntl_420","Cougar Mountain",420,"Washington","SNOTEL","King",3200,47.27666,-121.67138,171100130202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.5,49,51,55,54,100,32,34,-5.55,26,30,11,"",13.4,12.7,11.9,12.05,0,33.6,"2005, 2015","2008",40
"633",66.72,23.33,"sntl_943","Dungeness",943,"Washington","SNOTEL","Clallam",4010,47.87224,-123.0788,171100200301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.2,124,155,119,134,96,74,83,2.1,73,7,17,"",6.6,5.3,6.87,6.1,0,19.8,"2005, 2015","1999",23
"634",95.53,9.46,"sntl_998","Easy Pass",998,"Washington","SNOTEL","Whatcom",5270,48.85933,-121.43895,171100010101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",77.6,NA,NA,121,111,100,77,75,7.75,91,2,11,"2nd Highest",NA,NA,64.3,69.85,31.5,81.4,"2015","2012",12
"635",87.99,11.12,"sntl_910","Elbow Lake",910,"Washington","SNOTEL","Whatcom",3040,48.69092,-121.90893,171100040401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",34.2,124,110,133,129,100,87,84,7.7,72,8,19,"",27.6,31.1,25.65,26.5,0,50,"2015","2008",26
"636",93.04,38.27,"sntl_478","Fish Lake",478,"Washington","SNOTEL","Kittitas",3430,47.53565,-121.08553,170300010102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",25.4,102,108,109,112,100,81,83,2.75,70,12,27,"",24.8,23.5,23.39,22.65,7.7,41.9,"2005","1999",38
"637",130.37,16.49,"sntl_1159","Gold Axe Camp",1159,"Washington","SNOTEL","Okanogan",5360,48.9516,-118.9864,170200021204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.7,NA,NA,149,165,99,105,99,4.6,90,2,10,"2nd Highest",NA,NA,7.86,7.1,4.2,12.1,"2014","2016",11
"638",133.99,34.21,"sntl_1256","Gold Mountain",1256,"Washington","SNOTEL","Ferry",4390,48.18934,-118.4559,170200011703,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.4,NA,NA,141,136,98,118,106,3,100,1,7,"Highest",NA,NA,8.06,8.4,1.8,11.4,"2015","2021",7
"639",86.24,58.52,"sntl_502","Green Lake",502,"Washington","SNOTEL","Yakima",5920,46.54741,-121.17093,170300030101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",17.3,101,107,103,104,100,70,72,0.7,55,18,22,"",17.1,16.2,16.87,16.6,6.2,30.7,"2005","1997",39
"640",100.18,45.85,"sntl_507","Grouse Camp",507,"Washington","SNOTEL","Kittitas",5390,47.28107,-120.48771,170300010401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",15.4,NA,NA,104,109,100,76,77,1.3,66,14,26,"",NA,NA,14.78,14.1,5.9,25.4,"2005","1999",39
"641",105.67,15.28,"sntl_515","Harts Pass",515,"Washington","SNOTEL","Okanogan",6490,48.72047,-120.6586,171100050501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",39.9,128,134,124,125,100,83,85,8,84,7,33,"",31.2,29.7,32.18,31.9,13.6,57,"2005","1991",39
"642",83.18,46.08,"sntl_928","Huckleberry Creek",928,"Washington","SNOTEL","Pierce",2250,47.06565,-121.58778,171100140307,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",0.4,14,27,16,23,67,9,10,-1.35,30,17,8,"",2.9,1.5,2.53,1.75,0,10.1,"2014, 2015, 2018, more","2008",24
"643",88.4,71.57,"sntl_1129","Indian Rock",1129,"Washington","SNOTEL","Klickitat",5360,45.99077,-120.80767,170701060301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.4,NA,NA,59,53,99,36,34,-9.25,9,11,2,"2nd Lowest",NA,NA,17.56,19.65,1.1,25.1,"2015","2016",12
"644",69.67,62.9,"sntl_553","June Lake",553,"Washington","SNOTEL","Skamania",3440,46.14778,-122.15413,170800020304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",26.6,89,89,92,90,100,59,59,-3,44,21,17,"",29.9,29.8,28.78,29.6,0,67.6,"2015","2008",37
"645",73.17,61.11,"sntl_591","Lone Pine",591,"Washington","SNOTEL","Skamania",3930,46.27143,-121.96288,170800020203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",27.3,100,107,104,107,100,68,71,1.7,65,15,27,"",27.4,25.4,26.15,25.6,0.5,60.6,"2015","1999",41
"646",86.47,62.84,"sntl_599","Lost Horse",599,"Washington","SNOTEL","Yakima",5120,46.3575,-121.08095,170300030302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13,88,87,97,90,100,69,68,-1.5,40,19,13,"",14.8,14.9,13.35,14.5,1.5,26.6,"2015","1999",31
"647",99.14,25.15,"sntl_606","Lyman Lake",606,"Washington","SNOTEL","Chelan",5980,48.19798,-120.91678,170200090203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",41.7,95,96,97,99,100,65,64,-0.5,47,21,19,"",44.1,43.4,42.86,42.2,23.5,72.2,"2005","1991",39
"648",81.22,42.49,"sntl_1069","Lynn Lake",1069,"Washington","SNOTEL","King",3900,47.20172,-121.77972,171100130203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.5,NA,NA,91,95,98,45,46,-0.75,46,8,7,"",NA,NA,14.84,14.25,0,41.9,"2015","2008",14
"649",88.48,8.28,"sntl_1011","MF Nooksack",1011,"Washington","SNOTEL","Whatcom",4970,48.82453,-121.92951,171100040303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",43.6,114,110,121,115,100,65,60,5.7,67,7,13,"",38.2,39.6,36.11,37.9,10.7,47.4,"2005","2007",19
"650",91.35,10.45,"sntl_999","Marten Ridge",999,"Washington","SNOTEL","Whatcom",3520,48.76292,-121.69823,171100051004,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",49.2,NA,NA,124,122,100,76,73,8.9,79,4,12,"",NA,NA,39.74,40.3,2.7,63.5,"2015","2007",15
"651",125.99,28.45,"sntl_644","Moses Mtn",644,"Washington","SNOTEL","Okanogan",5010,48.36163,-119.08159,170200061903,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",14.6,135,133,135,133,100,90,87,3.6,90,4,27,"",10.8,11,10.79,11,4.3,25,"2005","1999",30
"652",85.14,40.09,"sntl_898","Mount Gardner",898,"Washington","SNOTEL","King",2920,47.35768,-121.56812,171100120103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.5,43,41,49,50,90,31,32,-5.5,22,22,7,"",12.7,13.5,11.33,11,0,29.8,"2005, 2015","2008",28
"653",77.16,47.48,"sntl_941","Mowich",941,"Washington","SNOTEL","Pierce",3160,46.92833,-121.95232,171100140105,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",1,48,NA,62,NA,100,23,27,1,64,9,15,"",2.1,0,1.61,0,0,8.5,"2016, 2017, 2018, more","2008",23
"654",59.49,30.44,"sntl_1126","Mt. Tebo",1126,"Washington","SNOTEL","Mason",3384,47.46061,-123.41219,171100170101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",20.3,NA,NA,100,100,99,NA,NA,0,NA,1,1,"",NA,NA,20.3,20.3,20.3,20.3,"2021","2021",1
"655",116.08,21,"sntl_1259","Muckamuck",1259,"Washington","SNOTEL","Okanogan",4470,48.58526,-119.86624,170200062001,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10,NA,NA,146,161,97,113,123,3.8,100,1,7,"Highest",NA,NA,6.87,6.2,4.9,10,"2020","2021",7
"656",79.26,51.33,"sntl_679","Paradise",679,"Washington","SNOTEL","Pierce",5130,46.78265,-121.74765,171100150104,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",54.7,115,114,116,116,100,71,71,7.5,68,13,27,"",47.6,48,47.36,47.2,17.4,73.8,"1981","2008",39
"657",100.54,20.03,"sntl_681","Park Creek Ridge",681,"Washington","SNOTEL","Chelan",4600,48.44488,-120.91551,170200090106,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",39.7,114,117,117,116,100,84,81,5.5,74,12,32,"",34.9,33.8,33.94,34.2,13.4,55.5,"2005","1997",43
"658",72.29,64.66,"sntl_1104","Pepper Creek",1104,"Washington","SNOTEL","Skamania",2140,46.10242,-121.95555,170800020111,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",0.2,NA,NA,3,5,25,2,2,-4.2,23,11,4,"",NA,NA,6.59,4.4,0,26.2,"2010, 2015, 2018","2008",14
"659",83.54,56.13,"sntl_692","Pigtail Peak",692,"Washington","SNOTEL","Yakima",5800,46.62153,-121.38643,170300020301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",33.5,90,90,93,97,100,57,57,-1.05,46,22,19,"",37.2,37.3,36.17,34.55,11.9,64.5,"2005","1997",40
"660",73.78,60.11,"sntl_1263","Pinto Rock",1263,"Washington","SNOTEL","Skamania",4440,46.32318,-121.94219,170800040405,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",25.9,NA,NA,119,108,100,79,73,1.9,83,2,6,"2nd Highest",NA,NA,21.79,24,0,33.7,"2015","2017",7
"661",102.96,30.78,"sntl_699","Pope Ridge",699,"Washington","SNOTEL","Chelan",3590,47.9909,-120.56622,170200100204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",17.6,116,121,122,124,100,98,101,3.4,85,7,34,"",15.2,14.5,14.44,14.2,7.1,25,"2014","1997",40
"662",80.13,61.29,"sntl_702","Potato Hill",702,"Washington","SNOTEL","Yakima",4510,46.34963,-121.51435,170800040303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",23.3,115,122,115,117,100,78,75,3.3,68,13,26,"",20.2,19.1,20.35,20,3.5,36,"2005","1999",38
"663",152.64,45.92,"sntl_1081","Ragged Mountain",1081,"Idaho","SNOTEL","Kootenai",4210,47.85583,-117.03667,170103050302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",17.5,104,97,108,108,96,74,77,1.3,71,5,11,"",16.8,18.1,16.21,16.2,6.9,27.7,"2015","2008",15
"664",103.47,19.18,"sntl_711","Rainy Pass",711,"Washington","SNOTEL","Chelan",4890,48.51865,-120.7358,171100050503,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",29.8,101,108,105,112,100,73,75,3.3,61,16,24,"",29.4,27.5,28.51,26.5,11.2,47.3,"2005","1991",39
"665",84.3,41.1,"sntl_911","Rex River",911,"Washington","SNOTEL","King",3810,47.30218,-121.60475,171100120102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",29.9,135,120,129,122,98,78,74,5.35,80,6,21,"",22.1,24.9,23.11,24.55,0,59,"2015","2008",26
"666",116.84,19.64,"sntl_728","Salmon Meadows",728,"Washington","SNOTEL","Okanogan",4460,48.65518,-119.8383,170200062003,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.6,136,151,138,151,100,97,103,3.6,89,5,35,"",7.8,7,7.67,7,2.6,15.3,"2009","1997",39
"667",90.29,72.14,"sntl_1231","Satus Pass",1231,"Washington","SNOTEL","Klickitat",3960,45.98797,-120.67734,170701060301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.7,NA,NA,88,88,90,60,60,-0.8,25,7,3,"",NA,NA,6.47,6.5,0,12.4,"2015","2017",9
"668",86.11,44.77,"sntl_1068","Sawmill Ridge",1068,"Washington","SNOTEL","King",4640,47.15992,-121.42172,171100130104,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",22.3,NA,NA,85,81,100,52,55,-5.2,29,11,5,"",NA,NA,26.37,27.5,3.1,45.9,"2015","2008",15
"669",138.18,20.38,"sntl_1043","Sentinel Butte",1043,"Washington","SNOTEL","Ferry",4680,48.86133,-118.39843,170200021705,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.8,133,135,122,124,95,80,82,1.7,82,4,15,"",6.6,6.5,7.19,7.1,4,12.2,"2012","2016",18
"670",68.49,61.55,"sntl_748","Sheep Canyon",748,"Washington","SNOTEL","Cowlitz",3990,46.19325,-122.25393,170800050601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",26,102,109,105,112,100,63,65,2.8,65,14,25,"",25.5,23.8,24.74,23.2,0,58.9,"2015","1999",38
"671",77.25,53.9,"sntl_1257","Skate Creek",1257,"Washington","SNOTEL","Lewis",3770,46.64336,-121.83044,170800040505,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",30.5,NA,NA,151,151,100,120,112,10.3,100,1,7,"Highest",NA,NA,20.21,20.2,0,30.5,"2015","2021",7
"672",86.41,33.14,"sntl_912","Skookum Creek",912,"Washington","SNOTEL","King",3310,47.68433,-121.61007,171100100503,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",35.5,185,161,170,162,100,91,86,13.65,88,4,23,"",19.2,22.1,20.89,21.85,0,54.4,"2015","2008",26
"673",139.72,78.8,"sntl_985","Sourdough Gulch",985,"Washington","SNOTEL","Asotin",4000,46.23718,-117.39438,170601030202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",0.6,23,86,36,86,46,20,31,-0.1,45,12,10,"",2.6,0.7,1.67,0.7,0,13.3,"2011, 2015, 2018, more","2008",21
"674",73.16,63.17,"sntl_776","Spencer Meadow",776,"Washington","SNOTEL","Skamania",3400,46.1795,-121.92661,170800020108,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",19,78,78,86,102,100,56,59,0.45,51,19,20,"",24.3,24.4,22.04,18.55,0,51.7,"2015","1999",38
